Gene symbol	chr	geneID	gene type
U6	chr16	ENSG00000283564	snRNA
ENSG00000283566	chr17	ENSG00000283566	unprocessed_pseudogene
C19orf85	chr19	ENSG00000283567	protein_coding
5_8S_rRNA	chr20	ENSG00000283568	rRNA
MIR4773-2	chr2	ENSG00000283569	miRNA
ENSG00000283571	chr14	ENSG00000283571	IG_pseudogene
MIR4251	chr1	ENSG00000283572	miRNA
ENSG00000283573	chr6	ENSG00000283573	lncRNA
U6	chr1	ENSG00000283575	snRNA
ENSG00000283576	chr8	ENSG00000283576	processed_pseudogene
MTND5P42	chr10	ENSG00000283578	processed_pseudogene
ENSG00000283579	chr13	ENSG00000283579	lncRNA
ENSG00000283580	chr1	ENSG00000283580	protein_coding
SULT6B2P	chr12	ENSG00000283582	unitary_pseudogene
ENSG00000283583	chr22	ENSG00000283583	unprocessed_pseudogene
ENSG00000283584	chr16	ENSG00000283584	snoRNA
GKN3P	chr2	ENSG00000283586	unitary_pseudogene
ENSG00000283587	chr12	ENSG00000283587	processed_pseudogene
MIR376A1	chr14	ENSG00000283588	miRNA
MIR4430	chr2	ENSG00000283591	miRNA
Y_RNA	chr20	ENSG00000283592	misc_RNA
FAM236C	chrX	ENSG00000283594	protein_coding
FAM169BP	chr15	ENSG00000283597	transcribed_unitary_pseudogene
MIR1295B	chr1	ENSG00000283598	miRNA
ENSG00000283599	chrX	ENSG00000283599	protein_coding
MS4A19P	chr11	ENSG00000283601	unprocessed_pseudogene
ENSG00000283602	chr5	ENSG00000283602	transcribed_unitary_pseudogene
MIR4302	chr12	ENSG00000283603	miRNA
MIR338	chr17	ENSG00000283604	miRNA
OR4C48P	chr11	ENSG00000283605	unprocessed_pseudogene
IGHVII-30-21	chr14	ENSG00000283607	IG_V_pseudogene
ENSG00000283608	chr6	ENSG00000283608	lncRNA
MIR4662A	chr8	ENSG00000283609	miRNA
TMEM274P	chr1	ENSG00000283611	unitary_pseudogene
MIR103B1	chr5	ENSG00000283612	miRNA
CUPIN1P	chr18	ENSG00000283613	unitary_pseudogene
MIR7973-2	chr15	ENSG00000283614	miRNA
MIR924	chr18	ENSG00000283615	miRNA
MIR5683	chr6	ENSG00000283616	miRNA
ENSG00000283618	chr7	ENSG00000283618	sRNA
MIR6759	chr12	ENSG00000283621	miRNA
MIR4328	chrX	ENSG00000283622	miRNA
TEDDM3P	chr3	ENSG00000283625	unprocessed_pseudogene
MTATP6P10	chr7	ENSG00000283626	unprocessed_pseudogene
ENSG00000283627	chr14	ENSG00000283627	lncRNA
ENSG00000283629	chr14	ENSG00000283629	lncRNA
ENSG00000283631	chrX	ENSG00000283631	lncRNA
EXOC3L2	chr19	ENSG00000283632	protein_coding
ENSG00000283633	chr22	ENSG00000283633	lncRNA
MIR3155B	chr10	ENSG00000283634	miRNA
ENSG00000283635	chr2	ENSG00000283635	lncRNA
Metazoa_SRP	chr2	ENSG00000283636	misc_RNA
MIR4776-2	chr2	ENSG00000283637	miRNA
MIR106AHG	chrX	ENSG00000283638	lncRNA
MIR9500	chr2	ENSG00000283639	miRNA
ETDC	chrX	ENSG00000283644	protein_coding
MIR5583-2	chr18	ENSG00000283645	miRNA
LINC02009	chr3	ENSG00000283646	lncRNA
ENSG00000283647	chr9	ENSG00000283647	lncRNA
ENSG00000283653	chr5	ENSG00000283653	unprocessed_pseudogene
CIROP	chr14	ENSG00000283654	protein_coding
MIR4483	chr10	ENSG00000283656	miRNA
ENSG00000283657	chr2	ENSG00000283657	unprocessed_pseudogene
ENSG00000283659	chr2	ENSG00000283659	unprocessed_pseudogene
ENSG00000283662	chr16	ENSG00000283662	lncRNA
ENSG00000283663	chr19	ENSG00000283663	protein_coding
MIR4679-1	chr10	ENSG00000283664	miRNA
MIR3974	chr12	ENSG00000283665	miRNA
U6	chr4	ENSG00000283666	snRNA
ENSG00000283667	chr18	ENSG00000283667	lncRNA
CD200LP	chr3	ENSG00000283669	unitary_pseudogene
MIR4678	chr10	ENSG00000283672	miRNA
MIR4531	chr19	ENSG00000283673	miRNA
ENSG00000283674	chr8	ENSG00000283674	lncRNA
ENSG00000283675	chr17	ENSG00000283675	snoRNA
MIR5087	chr1	ENSG00000283676	miRNA
MIR3913-2	chr12	ENSG00000283677	miRNA
MIR6830	chr5	ENSG00000283678	miRNA
ENSG00000283679	chr19	ENSG00000283679	processed_pseudogene
OR11K1P	chr15	ENSG00000283680	unprocessed_pseudogene
MIR548AH	chr4	ENSG00000283682	miRNA
MYOCOS	chr1	ENSG00000283683	protein_coding
ENSG00000283684	chr2	ENSG00000283684	lncRNA
MIR522	chr19	ENSG00000283685	miRNA
ENSG00000283686	chr8	ENSG00000283686	unprocessed_pseudogene
MIR6715B	chr10	ENSG00000283688	miRNA
ENSG00000283689	chr16	ENSG00000283689	lncRNA
MIR3116-2	chr1	ENSG00000283690	miRNA
Y_RNA	chr11	ENSG00000283691	misc_RNA
ENSG00000283692	chrX	ENSG00000283692	lncRNA
MIR3202-2	chrX	ENSG00000283694	miRNA
ENSG00000283695	chr19	ENSG00000283695	unprocessed_pseudogene
ENSG00000283696	chr1	ENSG00000283696	lncRNA
HSFX3	chrX	ENSG00000283697	protein_coding
VINAC1P	chr2	ENSG00000283698	transcribed_unitary_pseudogene
MIR4481	chr10	ENSG00000283699	miRNA
MIR555	chr1	ENSG00000283701	miRNA
VSIG10L2	chr11	ENSG00000283703	protein_coding
ENSG00000283704	chr11	ENSG00000283704	miRNA
MIR92A1	chr13	ENSG00000283705	miRNA
PRSS50	chr3	ENSG00000283706	protein_coding
FAM238C	chr10	ENSG00000283709	transcribed_unprocessed_pseudogene
MIR1204	chr8	ENSG00000283710	miRNA
MIR6727	chr1	ENSG00000283712	miRNA
MIR6831	chr5	ENSG00000283717	miRNA
MIR6884	chr17	ENSG00000283721	miRNA
MIR6732	chr1	ENSG00000283724	miRNA
MIR5193	chr3	ENSG00000283726	miRNA
MIR7108	chr19	ENSG00000283728	miRNA
MIR146A	chr5	ENSG00000283733	miRNA
MIR4785	chr2	ENSG00000283734	miRNA
MIR484	chr16	ENSG00000283736	miRNA
ENSG00000283737	chrX	ENSG00000283737	TEC
TAF11L11	chr5	ENSG00000283740	protein_coding
ENSG00000283743	chrX	ENSG00000283743	lncRNA
MIR6755	chr11	ENSG00000283744	miRNA
MIR196B	chr7	ENSG00000283745	miRNA
MIR4781	chr1	ENSG00000283749	miRNA
MIR452	chrX	ENSG00000283751	miRNA
ENSG00000283752	chr1	ENSG00000283752	unprocessed_pseudogene
CPHXL	chr16	ENSG00000283755	protein_coding
ENSG00000283757	chr20	ENSG00000283757	lncRNA
PMIS2	chr19	ENSG00000283758	protein_coding
MIR614	chr12	ENSG00000283759	miRNA
ENSG00000283761	chr1	ENSG00000283761	protein_coding
MIR20A	chr13	ENSG00000283762	miRNA
MIR6850	chr8	ENSG00000283764	miRNA
ENSG00000283765	chr3	ENSG00000283765	protein_coding
ENSG00000283766	chr2	ENSG00000283766	lncRNA
MIR1178	chr12	ENSG00000283768	miRNA
ENSG00000283769	chr9	ENSG00000283769	lncRNA
MIR6849	chr8	ENSG00000283770	miRNA
MIR6778	chr17	ENSG00000283772	miRNA
ENSG00000283773	chr1	ENSG00000283773	transcribed_unprocessed_pseudogene
MIR632	chr17	ENSG00000283774	miRNA
MIR4329	chrX	ENSG00000283775	miRNA
TAF11L13	chr5	ENSG00000283776	protein_coding
ENSG00000283782	chr5	ENSG00000283782	protein_coding
MIR622	chr13	ENSG00000283783	miRNA
MIR15A	chr13	ENSG00000283785	miRNA
PRR33	chr11	ENSG00000283787	protein_coding
MIR936	chr10	ENSG00000283788	miRNA
MIR7846	chr1	ENSG00000283789	miRNA
MIR612	chr11	ENSG00000283791	miRNA
MIR4453	chr4	ENSG00000283792	miRNA
MIR6861	chr12	ENSG00000283793	miRNA
MIR4426	chr1	ENSG00000283795	miRNA
MIR6510	chr17	ENSG00000283796	miRNA
MIR29B1	chr7	ENSG00000283797	miRNA
MIR630	chr15	ENSG00000283798	miRNA
MIR1182	chr1	ENSG00000283799	miRNA
MIR1302-11	chr19	ENSG00000283801	miRNA
MIR3198-2	chr12	ENSG00000283803	miRNA
MIR636	chr17	ENSG00000283805	miRNA
ENSG00000283809	chr22	ENSG00000283809	protein_coding
MIR4485	chr11	ENSG00000283813	miRNA
MIR18A	chr13	ENSG00000283815	miRNA
MIR7844	chr12	ENSG00000283818	miRNA
MIR144	chr17	ENSG00000283819	miRNA
MIR6875	chr7	ENSG00000283821	miRNA
MIR639	chr19	ENSG00000283822	miRNA
MIR22	chr17	ENSG00000283824	miRNA
ENSG00000283828	chr13	ENSG00000283828	lncRNA
MIR378I	chr22	ENSG00000283829	miRNA
MIR6734	chr1	ENSG00000283836	miRNA
ENSG00000283839	chr2	ENSG00000283839	lncRNA
MIR6764	chr14	ENSG00000283840	miRNA
MIR4751	chr19	ENSG00000283842	miRNA
MIR214	chr1	ENSG00000283844	miRNA
MIR4721	chr16	ENSG00000283845	miRNA
MIR6872	chr3	ENSG00000283848	miRNA
ENSG00000283849	chr3	ENSG00000283849	lncRNA
MIR4738	chr17	ENSG00000283853	miRNA
MIR7703	chr14	ENSG00000283856	miRNA
MIR1247	chr14	ENSG00000283857	miRNA
MIR3674	chr8	ENSG00000283858	miRNA
MIR3960	chr9	ENSG00000283863	miRNA
MTND3P18	chr2	ENSG00000283865	unprocessed_pseudogene
MIR1307	chr10	ENSG00000283867	miRNA
MIR130B	chr22	ENSG00000283871	miRNA
SSU72L4	chr11	ENSG00000283873	protein_coding
MIR3911	chr9	ENSG00000283874	miRNA
MIR4260	chr1	ENSG00000283876	miRNA
ENSG00000283877	chr3	ENSG00000283877	protein_coding
MTND6P35	chr17	ENSG00000283879	unprocessed_pseudogene
MIR7704	chr2	ENSG00000283880	miRNA
MIR3916	chr1	ENSG00000283881	miRNA
MIR3714	chr3	ENSG00000283885	miRNA
MIR1469	chr15	ENSG00000283888	miRNA
MIR628	chr15	ENSG00000283891	miRNA
MIR1324	chr3	ENSG00000283894	miRNA
ENSG00000283897	chr5	ENSG00000283897	lncRNA
MIR761	chr1	ENSG00000283899	miRNA
TPTEP2-CSNK1E	chr22	ENSG00000283900	protein_coding
MIR155	chr21	ENSG00000283904	miRNA
IGHV4-80	chr14	ENSG00000283906	IG_V_pseudogene
ENSG00000283907	chr19	ENSG00000283907	lncRNA
ENSG00000283913	chr10	ENSG00000283913	lncRNA
ENSG00000283914	chr17	ENSG00000283914	lncRNA
MIR6743	chr11	ENSG00000283920	miRNA
MIR1302-9	chr9	ENSG00000283921	miRNA
MIR6132	chr7	ENSG00000283923	miRNA
MIR192	chr11	ENSG00000283926	miRNA
MIR133A1	chr18	ENSG00000283927	miRNA
MIR637	chr19	ENSG00000283928	miRNA
MIR5010	chr17	ENSG00000283929	miRNA
PLD5P1	chr10	ENSG00000283930	protein_coding
MIR18B	chrX	ENSG00000283931	miRNA
MIR6878	chr1	ENSG00000283933	miRNA
MIR423	chr17	ENSG00000283935	miRNA
MIR3658	chr1	ENSG00000283936	miRNA
MIR3917	chr1	ENSG00000283938	miRNA
MTND3P15	chr2	ENSG00000283940	unprocessed_pseudogene
MIR600	chr9	ENSG00000283941	miRNA
MIR4709	chr14	ENSG00000283944	miRNA
REXO6P	chr9	ENSG00000283945	transcribed_unprocessed_pseudogene
IGHVIII-16-1	chr14	ENSG00000283948	IG_V_pseudogene
MIR6791	chr19	ENSG00000283950	miRNA
ENSG00000283952	chr1	ENSG00000283952	protein_coding
MIR3610	chr8	ENSG00000283956	miRNA
MIR1248	chr3	ENSG00000283958	miRNA
ENSG00000283959	chr8	ENSG00000283959	lncRNA
TAF11L8	chr5	ENSG00000283967	protein_coding
MIR6838	chr7	ENSG00000283969	miRNA
MIR4442	chr3	ENSG00000283971	miRNA
FAM247A	chr22	ENSG00000283972	transcribed_unprocessed_pseudogene
ENSG00000283973	chr1	ENSG00000283973	lncRNA
ENSG00000283977	chr11	ENSG00000283977	protein_coding
MIR365B	chr17	ENSG00000283978	miRNA
GNG14	chr19	ENSG00000283980	protein_coding
ENSG00000283982	chr9	ENSG00000283982	lncRNA
TAF11L9	chr5	ENSG00000283988	protein_coding
MIRLET7A3	chr22	ENSG00000283990	miRNA
ENSG00000283991	chr7	ENSG00000283991	lncRNA
SLURP2	chr8	ENSG00000283992	protein_coding
ENSG00000283994	chr2	ENSG00000283994	lncRNA
MIR492	chr12	ENSG00000283998	miRNA
ENSG00000283999	chr1	ENSG00000283999	lncRNA
MIR4458	chr5	ENSG00000284000	miRNA
ENSG00000284003	chr2	ENSG00000284003	unprocessed_pseudogene
MIR6084	chr1	ENSG00000284005	miRNA
MIR6511B1	chr16	ENSG00000284008	miRNA
MIR675	chr11	ENSG00000284010	miRNA
MIR6502	chr12	ENSG00000284011	miRNA
MIR6840	chr7	ENSG00000284012	miRNA
MIR1281	chr22	ENSG00000284015	miRNA
SSU72L5	chr11	ENSG00000284018	protein_coding
MIR4697	chr11	ENSG00000284020	miRNA
MSANTD7	chr10	ENSG00000284024	protein_coding
MIR497	chr17	ENSG00000284027	miRNA
MIR4468	chr7	ENSG00000284028	miRNA
MIR6805	chr19	ENSG00000284029	miRNA
MIR4761	chr22	ENSG00000284031	miRNA
MIR29A	chr7	ENSG00000284032	miRNA
MIR5196	chr19	ENSG00000284034	miRNA
MIR5187	chr1	ENSG00000284035	miRNA
MIR10A	chr17	ENSG00000284038	miRNA
MIR296	chr20	ENSG00000284040	miRNA
TAF11L6	chr5	ENSG00000284042	protein_coding
MIR20B	chrX	ENSG00000284043	miRNA
MIR6836	chr7	ENSG00000284047	miRNA
ENSG00000284048	chr7	ENSG00000284048	lncRNA
MIR650	chr22	ENSG00000284049	miRNA
ENSG00000284052	chr2	ENSG00000284052	lncRNA
MIR7112	chr8	ENSG00000284054	miRNA
MIR4315-1	chr17	ENSG00000284055	miRNA
ENSG00000284057	chr11	ENSG00000284057	protein_coding
MIR5572	chr15	ENSG00000284059	miRNA
ENSG00000284060	chr22	ENSG00000284060	transcribed_unprocessed_pseudogene
MIR4469	chr8	ENSG00000284062	miRNA
MIR6834	chr6	ENSG00000284064	miRNA
MIR6887	chr19	ENSG00000284065	miRNA
MIR6837	chr7	ENSG00000284067	miRNA
ENSG00000284070	chr22	ENSG00000284070	lncRNA
ENSG00000284071	chrY	ENSG00000284071	unprocessed_pseudogene
MIR4758	chr20	ENSG00000284074	miRNA
SNORD138	chr5	ENSG00000284078	miRNA
MIR4775	chr2	ENSG00000284079	miRNA
MIR1199	chr19	ENSG00000284081	miRNA
MIR7109	chr22	ENSG00000284082	miRNA
AOX3P-AOX2P	chr2	ENSG00000284084	lncRNA
MIR4732	chr17	ENSG00000284085	miRNA
MIR6844	chr8	ENSG00000284087	miRNA
MIR5703	chr2	ENSG00000284092	miRNA
MIR6073	chr11	ENSG00000284094	miRNA
ENSG00000284095	chr3	ENSG00000284095	TEC
ENSG00000284098	chr7	ENSG00000284098	unprocessed_pseudogene
MIR19B2	chrX	ENSG00000284107	miRNA
MIR611	chr11	ENSG00000284108	miRNA
MIR195	chr17	ENSG00000284112	miRNA
MIR6800	chr19	ENSG00000284114	miRNA
ENSG00000284116	chr9	ENSG00000284116	lncRNA
MIR6883	chr17	ENSG00000284117	miRNA
MIR4707	chr14	ENSG00000284118	miRNA
MIR198	chr3	ENSG00000284121	miRNA
MIR6717	chr14	ENSG00000284122	miRNA
MIR1825	chr20	ENSG00000284125	miRNA
BCRP3	chr22	ENSG00000284128	transcribed_unprocessed_pseudogene
MIR6789	chr19	ENSG00000284129	miRNA
TUBA3FP	chr22	ENSG00000284130	protein_coding
MIR568	chr3	ENSG00000284134	miRNA
MIR3654	chr7	ENSG00000284135	miRNA
ATP6V0CP4	chr1	ENSG00000284138	processed_pseudogene
MIR1234	chr8	ENSG00000284139	miRNA
MIR3618	chr22	ENSG00000284140	miRNA
MIR6845	chr8	ENSG00000284142	miRNA
MIR4700	chr12	ENSG00000284143	miRNA
MIR6866	chr17	ENSG00000284144	miRNA
MIR922	chr3	ENSG00000284146	miRNA
MIR3150B	chr8	ENSG00000284147	miRNA
MIR6756	chr11	ENSG00000284148	miRNA
MIR4784	chr2	ENSG00000284149	miRNA
MIR6758	chr12	ENSG00000284152	miRNA
MIR3605	chr1	ENSG00000284154	miRNA
MIR194-2	chr11	ENSG00000284155	miRNA
MIR106A	chrX	ENSG00000284157	miRNA
MIR6822	chr3	ENSG00000284158	miRNA
MIR3940	chr19	ENSG00000284159	miRNA
MIR7706	chr15	ENSG00000284160	miRNA
MIR4523	chr17	ENSG00000284162	miRNA
MIR3620	chr1	ENSG00000284163	miRNA
MTATP6P5	chr2	ENSG00000284167	processed_pseudogene
ENSG00000284171	chr2	ENSG00000284171	unprocessed_pseudogene
MIR4315-2	chr17	ENSG00000284172	miRNA
MIR6513	chr2	ENSG00000284173	miRNA
MIR4763	chr22	ENSG00000284175	miRNA
MIR5090	chr7	ENSG00000284176	miRNA
MIR7-1	chr9	ENSG00000284179	miRNA
MIR3606	chr2	ENSG00000284180	miRNA
MIR143	chr5	ENSG00000284182	miRNA
MIR6506	chr16	ENSG00000284184	miRNA
MIR219A2	chr9	ENSG00000284185	miRNA
MIR3615	chr17	ENSG00000284186	miRNA
C1orf202	chr1	ENSG00000284188	protein_coding
MIR21	chr17	ENSG00000284190	miRNA
MIR671	chr7	ENSG00000284191	miRNA
MIR1257	chr20	ENSG00000284193	miRNA
SCO2	chr22	ENSG00000284194	protein_coding
MIR6852	chr9	ENSG00000284195	miRNA
ENSG00000284196	chr13	ENSG00000284196	lncRNA
MIR658	chr22	ENSG00000284197	miRNA
MIR6847	chr8	ENSG00000284200	miRNA
MIR137	chr1	ENSG00000284202	miRNA
MIR29B2	chr1	ENSG00000284203	miRNA
MIR19A	chr13	ENSG00000284204	miRNA
CCNYL1B	chr16	ENSG00000284209	protein_coding
MIR29C	chr1	ENSG00000284214	miRNA
MIR1909	chr19	ENSG00000284216	miRNA
MIR202	chr10	ENSG00000284219	miRNA
ENSG00000284221	chr7	ENSG00000284221	unprocessed_pseudogene
MIR937	chr8	ENSG00000284224	miRNA
MIR6848	chr8	ENSG00000284229	miRNA
MIR424	chrX	ENSG00000284231	miRNA
ENSG00000284233	chr22	ENSG00000284233	transcribed_unprocessed_pseudogene
TAF11L5	chr5	ENSG00000284234	protein_coding
LINC02767	chr1	ENSG00000284237	lncRNA
MIR1539	chr18	ENSG00000284239	miRNA
LINC02801	chr1	ENSG00000284240	lncRNA
ENSG00000284242	chr17	ENSG00000284242	unprocessed_pseudogene
MIR6716	chr11	ENSG00000284246	miRNA
MIR2682	chr1	ENSG00000284247	miRNA
MIR6516	chr17	ENSG00000284250	miRNA
MIR711	chr3	ENSG00000284251	miRNA
MIR4444-1	chr2	ENSG00000284252	miRNA
MIR1973	chr4	ENSG00000284253	miRNA
MIR5004	chr6	ENSG00000284256	miRNA
MIR8085	chr19	ENSG00000284258	miRNA
MIR6773	chr16	ENSG00000284259	miRNA
MIR4657	chr7	ENSG00000284261	miRNA
ENSG00000284263	chr17	ENSG00000284263	unprocessed_pseudogene
MIR4683	chr10	ENSG00000284265	miRNA
MIR4534	chr22	ENSG00000284266	miRNA
MIR1181	chr19	ENSG00000284268	miRNA
MIR7855	chr14	ENSG00000284269	miRNA
MIR4321	chr19	ENSG00000284272	miRNA
MIR4800	chr4	ENSG00000284276	miRNA
MIR7162	chr10	ENSG00000284277	miRNA
MIR6843	chr8	ENSG00000284280	miRNA
TAF11L4	chr5	ENSG00000284283	protein_coding
MIR4712	chr15	ENSG00000284284	miRNA
MIR718	chrX	ENSG00000284286	miRNA
MIR378D2	chr8	ENSG00000284288	miRNA
MIR6820	chr22	ENSG00000284289	miRNA
MTCO2P10	chr7	ENSG00000284291	unprocessed_pseudogene
ENSG00000284292	chr7	ENSG00000284292	protein_coding
MIR7113	chr11	ENSG00000284293	miRNA
ENSG00000284294	chr22	ENSG00000284294	lncRNA
ENSG00000284300	chr17	ENSG00000284300	unprocessed_pseudogene
MIR3179-1	chr16	ENSG00000284305	miRNA
SSU72L2	chr11	ENSG00000284306	protein_coding
C2orf81	chr2	ENSG00000284308	protein_coding
ENSG00000284309	chr1	ENSG00000284309	lncRNA
MIR939	chr8	ENSG00000284310	miRNA
MIR6742	chr1	ENSG00000284311	miRNA
MIR7114	chr9	ENSG00000284317	miRNA
MIR124-1	chr8	ENSG00000284321	miRNA
MIR3175	chr15	ENSG00000284324	miRNA
MIR3655	chr5	ENSG00000284325	miRNA
ENSG00000284327	chr12	ENSG00000284327	processed_pseudogene
ENSG00000284328	chr17	ENSG00000284328	unprocessed_pseudogene
MIR9-3	chr15	ENSG00000284329	miRNA
MIR4741	chr18	ENSG00000284331	miRNA
MIR1302-2	chr1	ENSG00000284332	miRNA
MIR4651	chr7	ENSG00000284334	miRNA
MIR2277	chr5	ENSG00000284336	miRNA
ENSG00000284337	chr2	ENSG00000284337	protein_coding
ENSG00000284341	chr9	ENSG00000284341	protein_coding
MIR631	chr15	ENSG00000284343	miRNA
MIR2117	chr17	ENSG00000284344	miRNA
MIR940	chr16	ENSG00000284346	miRNA
MIR3622A	chr8	ENSG00000284351	miRNA
MIR142	chr17	ENSG00000284353	miRNA
TAF11L10	chr5	ENSG00000284356	protein_coding
MIR34A	chr1	ENSG00000284357	miRNA
MIR6125	chr12	ENSG00000284360	miRNA
MIR4745	chr19	ENSG00000284361	miRNA
MIR519A2	chr19	ENSG00000284362	miRNA
MIR224	chrX	ENSG00000284363	miRNA
MIR6824	chr3	ENSG00000284364	miRNA
MIR5047	chr17	ENSG00000284368	miRNA
MIR4640	chr6	ENSG00000284370	miRNA
MIR6808	chr1	ENSG00000284372	miRNA
TAF11L2	chr5	ENSG00000284373	protein_coding
MIR19B1	chr13	ENSG00000284375	miRNA
ENSG00000284376	chr1	ENSG00000284376	lncRNA
ENSG00000284377	chrX	ENSG00000284377	lncRNA
MIR1244-1	chr2	ENSG00000284378	miRNA
ENSG00000284380	chrY	ENSG00000284380	unprocessed_pseudogene
MIR4313	chr15	ENSG00000284385	miRNA
MIR147B	chr15	ENSG00000284386	miRNA
MIR24-2	chr19	ENSG00000284387	miRNA
MIR4496	chr12	ENSG00000284388	miRNA
ENSG00000284391	chrX	ENSG00000284391	lncRNA
ENSG00000284393	chr12	ENSG00000284393	protein_coding
MIR4750	chr19	ENSG00000284394	miRNA
PERCC1	chr16	ENSG00000284395	protein_coding
MIR3184	chr17	ENSG00000284399	miRNA
MIR7107	chr12	ENSG00000284402	miRNA
MIR5001	chr2	ENSG00000284407	miRNA
MIR6733	chr1	ENSG00000284410	miRNA
MIR3191	chr19	ENSG00000284411	miRNA
MIR4649	chr7	ENSG00000284412	miRNA
MIR1287	chr10	ENSG00000284415	miRNA
MIR1908	chr11	ENSG00000284416	miRNA
ENSG00000284418	chr9	ENSG00000284418	lncRNA
MIR663A	chr20	ENSG00000284419	miRNA
MIR7110	chr3	ENSG00000284421	miRNA
MIR4724	chr17	ENSG00000284424	miRNA
MIR8072	chr12	ENSG00000284425	miRNA
MIR4647	chr6	ENSG00000284427	miRNA
ENSG00000284428	chr19	ENSG00000284428	lncRNA
ENSG00000284430	chr19	ENSG00000284430	lncRNA
ENSG00000284431	chr22	ENSG00000284431	protein_coding
MIR1914	chr20	ENSG00000284433	miRNA
MIR4691	chr11	ENSG00000284435	miRNA
MIR6869	chr20	ENSG00000284436	miRNA
SSU72L1	chr11	ENSG00000284438	protein_coding
TAF11L3	chr5	ENSG00000284439	protein_coding
MIR122	chr18	ENSG00000284440	miRNA
MIR2110	chr10	ENSG00000284442	miRNA
MIR197	chr1	ENSG00000284443	miRNA
MIR1236	chr6	ENSG00000284446	miRNA
MIR9-2	chr5	ENSG00000284447	miRNA
MIR6501	chr21	ENSG00000284448	miRNA
MIR664B	chrX	ENSG00000284450	miRNA
ENSG00000284452	chr2	ENSG00000284452	lncRNA
MIR1-2	chr18	ENSG00000284453	miRNA
MIR1304	chr11	ENSG00000284458	miRNA
MIR24-1	chr9	ENSG00000284459	miRNA
ENSG00000284461	chr7	ENSG00000284461	protein_coding
MIR302B	chr4	ENSG00000284463	miRNA
MIR1306	chr22	ENSG00000284464	miRNA
TAF11L7	chr5	ENSG00000284465	protein_coding
MIR6721	chr6	ENSG00000284469	miRNA
ENSG00000284471	chr9	ENSG00000284471	TEC
MIR4720	chr16	ENSG00000284473	miRNA
ENSG00000284474	chr7	ENSG00000284474	unprocessed_pseudogene
SMIM39	chr2	ENSG00000284479	protein_coding
MIR1292	chr20	ENSG00000284481	miRNA
MIR4680	chr10	ENSG00000284482	miRNA
CPHXL2	chr16	ENSG00000284484	protein_coding
MIR205	chr1	ENSG00000284485	miRNA
MIR6890	chr3	ENSG00000284488	miRNA
MIR6751	chr11	ENSG00000284489	miRNA
ENSG00000284490	chr19	ENSG00000284490	unprocessed_pseudogene
THSD8	chr19	ENSG00000284491	protein_coding
MIR564	chr3	ENSG00000284498	miRNA
MIR363	chrX	ENSG00000284499	miRNA
ENSG00000284500	chr15	ENSG00000284500	lncRNA
MIR3652	chr12	ENSG00000284503	miRNA
LYNX1-SLURP2	chr8	ENSG00000284505	protein_coding
MIR133A2	chr20	ENSG00000284508	miRNA
ENSG00000284512	chr16	ENSG00000284512	protein_coding
ENSG00000284513	chr12	ENSG00000284513	lncRNA
VAMP9P	chr4	ENSG00000284516	transcribed_unitary_pseudogene
MIR6873	chr6	ENSG00000284517	miRNA
MIR4658	chr7	ENSG00000284518	miRNA
MIR6741	chr1	ENSG00000284519	miRNA
MIRLET7B	chr22	ENSG00000284520	miRNA
ENSG00000284522	chr12	ENSG00000284522	processed_pseudogene
ENSG00000284523	chr7	ENSG00000284523	lncRNA
MIR4687	chr11	ENSG00000284525	miRNA
ENSG00000284526	chr17	ENSG00000284526	protein_coding
MIR4723	chr17	ENSG00000284532	miRNA
ENSG00000284534	chr7	ENSG00000284534	lncRNA
MIR6748	chr11	ENSG00000284535	miRNA
MIR17	chr13	ENSG00000284536	miRNA
MIR92A2	chrX	ENSG00000284538	miRNA
ENSG00000284540	chr15	ENSG00000284540	TEC
MIR4517	chr16	ENSG00000284541	miRNA
MIR3614	chr17	ENSG00000284542	miRNA
LINC01226	chr1	ENSG00000284543	lncRNA
MIR330	chr19	ENSG00000284544	miRNA
SSU72L3	chr11	ENSG00000284546	protein_coding
MIR2861	chr9	ENSG00000284547	miRNA
hsa-mir-8069-1	chr21	ENSG00000284550	miRNA
MIR6886	chr19	ENSG00000284553	miRNA
ENSG00000284554	chr22	ENSG00000284554	protein_coding
MIR1302-10	chr15	ENSG00000284557	miRNA
ENSG00000284558	chr7	ENSG00000284558	unprocessed_pseudogene
MIR3064	chr17	ENSG00000284564	miRNA
MIR451A	chr17	ENSG00000284565	miRNA
MIR223	chrX	ENSG00000284567	miRNA
MIR371B	chr19	ENSG00000284568	miRNA
MIR7705	chr8	ENSG00000284570	miRNA
ENSG00000284572	chr7	ENSG00000284572	unprocessed_pseudogene
MIR6787	chr17	ENSG00000284574	miRNA
MIR4793	chr3	ENSG00000284575	miRNA
MIR935	chr19	ENSG00000284583	miRNA
MIR5006	chr13	ENSG00000284584	miRNA
MIR4722	chr16	ENSG00000284585	miRNA
MIR92B	chr1	ENSG00000284586	miRNA
MIR943	chr4	ENSG00000284587	miRNA
ENSG00000284591	chr12	ENSG00000284591	processed_pseudogene
ENSG00000284592	chr1	ENSG00000284592	unprocessed_pseudogene
MIR7847	chr11	ENSG00000284594	miRNA
MIR6785	chr17	ENSG00000284595	miRNA
MIR4467	chr7	ENSG00000284596	miRNA
ENSG00000284600	chr2	ENSG00000284600	lncRNA
ENSG00000284601	chr1	ENSG00000284601	lncRNA
